Word,uniqueID,defs_wordNet,n_synsets,rateGPTLaura,rateSandbox,ambigious_final,comment
uniform,uniform,clothing of distinctive design worn by members of a particular group as a means of identification',1,,0,0,
urinal,urinal,a plumbing fixture (usually attached to the wall) used by men to urinate',1,,0,0,
urn,urn,a large vase that usually has a pedestal or feet';;'a large pot for making coffee or tea',2,,[0],0,
valve,valve,a structure in a hollow organ (like the heart) with a flap to insure one-way flow of fluid through it';;'device in a brass wind instrument for varying the length of the air column to alter the pitch of a tone';;'control consisting of a mechanical device for controlling the flow of a fluid';;'the entire one-piece shell of a snail and certain other molluscs';;'one of the paired hinged shells of certain molluscs and of brachiopods',5,,[0 0],0,
van,van,any creative group active in the innovation and application of new concepts and techniques in a given field (especially in the arts)';;'the leading units moving at the head of an army';;'(Great Britain) a closed railroad car that carries baggage or freight';;'a camper equipped with living quarters';;'a truck with an enclosed cargo space',5,,[0],0,
vase,vase,an open jar of glass or porcelain used as an ornament or to hold flowers',1,,0,0,
vegetable,vegetable,edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant';;'any of various herbaceous plants cultivated for an edible part such as the fruit or the root of the beet or the leaf of spinach or the seeds of bean plants or the flower buds of broccoli or cauliflower',2,,[0 0],0,
veil,veil,a garment that covers the head and face';;'a membranous covering attached to the immature fruiting body of certain mushrooms';;'the inner membrane of embryos in higher vertebrates (especially when covering the head at birth)';;'a vestment worn by a priest at High Mass in the Roman Catholic Church; a silk shawl',4,,[0 0],0,
velcro,velcro,nylon fabric used as a fastening',1,,0,0,
vending machine,vending_machine,a slot machine for selling goods',1,,0,0,
vent,vent,a hole for the escape of gas or air';;'external opening of urinary or genital system of a lower vertebrate';;'a fissure in the earth's crust (or in the surface of some other planet) through which molten lava and gases erupt';;'a slit in a garment (as in the back seam of a jacket)';;'activity that frees or expresses creative energy or emotion',5,,[0 0],0,
vest,vest,'a man\'s sleeveless garment worn underneath a coat\';;\'a collarless men\'s undergarment for the upper part of the body,2,,[0],0,
vial,vial,a small bottle that contains a drug (especially a sealed sterile container for injection by needle)',1,,0,0,
videocassette,videocassette,a cassette for videotape',1,,0,0,
videogame,videogame,,,,0,0,
viewfinder,viewfinder,optical device that helps a user to find the target of interest',1,,0,0,
violin,violin,bowed stringed instrument that is the highest member of the violin family; this instrument has four strings and a hollow body and an unfretted fingerboard and is played with a bow',1,,0,0,
vise,vise,a holding device attached to a workbench; has two jaws to hold workpiece firmly in place',1,,0,0,
visor,visor,a piece of armor plate (with eye slits) fixed or hinged to a medieval helmet to protect the face';;'a brim that projects to the front to shade the eyes',2,,[0],0,
vulture,vulture,any of various large diurnal birds of prey having naked heads and weak claws and feeding chiefly on carrion';;'someone who attacks in search of booty',2,,[0 0],0,
wafer,wafer,a small adhesive disk of paste; used to seal letters';;'a small thin crisp cake or cookie';;'thin disk of unleavened bread used in a religious service (especially in the celebration of the Eucharist)',3,,[0],0,
waffle,waffle,pancake batter baked in a waffle iron',1,,0,0,
waffle iron,waffle_iron,a kitchen appliance for baking waffles; the appliance usually consists of two indented metal pans hinged together so that they create a pattern on the waffle',1,,0,0,
wagon,wagon,any of various kinds of wheeled vehicles drawn by an animal or a tractor';;'van used by police to transport prisoners';;'a group of seven bright stars in the constellation Ursa Major';;'a child's four-wheeled toy cart sometimes used for coasting';;'a car that has a long body and rear door with space behind rear seat',5,,[1 0],0,
walker,walker1,0,,,0,1,
walker,walker2,0,,,0,1,
wall,wall,an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure';; 'anything that suggests a wall in structure or function or effect';; '(anatomy) a layer (a lining or membrane) that encloses a structure';; 'a difficult or awkward situation';; 'a vertical (or almost vertical) smooth rock face (as of a cave or mountain)';; 'a layer of material that encloses space';; 'a masonry fence (as around an estate or garden)';; 'an embankment built around a space for defensive purposes',8,,0,0,typical
wallet,wallet,a pocket-size case for holding papers and paper money',1,,0,0,
wallpaper,wallpaper,a decorative paper for the walls of rooms',1,,0,0,
walnut,walnut,nut of any of various walnut trees having a wrinkled two-lobed seed with a hard shell';;'hard dark-brown wood of any of various walnut trees; used especially for furniture and paneling';;'any of various trees of the genus Juglans',3,,[0 0],0,
walrus,walrus,either of two large northern marine mammals having ivory tusks and tough hide over thick blubber',1,,0,0,
wand,wand,a rod used by a magician or water diviner';;'a thin supple twig or rod';;'a ceremonial or emblematic staff';;'a thin tapered rod used by a conductor to lead an orchestra or choir',4,,[0 0],0,
warthog,warthog,African wild swine with warty protuberances on the face and large protruding tusks',1,,0,0,
washboard,washboard,device consisting of a corrugated surface to scrub clothes on';;'protective covering consisting of a broad plank along a gunwale to keep water from splashing over the side',2,,[0 0],0,
washcloth,washcloth,bath linen consisting of a piece of cloth used to wash the face and body',1,,0,0,
washing machine,washing_machine,a home appliance for washing clothes and linens automatically',1,,0,0,
wasp,wasp,a white person of Anglo-Saxon ancestry who belongs to a Protestant denomination';;'social or solitary hymenopterans typically having a slender body with the abdomen attached by a narrow stalk and having a formidable sting',2,,[0 0],0,
watch,watch,a small portable timepiece';;'a period of time (4 or 2 hours) during which some of a ship's crew are on duty';;'a purposeful surveillance to guard or observe';;'the period during which someone (especially a guard) is on duty';;'a person employed to keep watch for some anticipated event';;'the rite of staying awake for devotional purposes (especially on the eve of a religious festival)',6,,[1 0],0,
water bottle,water_bottle,a bottle for holding water',1,,0,0,
water cooler,water_cooler,a device for cooling and dispensing drinking water',1,,0,0,
water filter,water_filter,a filter to remove impurities from the water supply',1,,0,0,
water fountain,water_fountain,a public fountain to provide a jet of drinking water',1,,0,0,
water heater,water_heater,a heater and storage tank to supply heated water',1,,0,0,
watering can,watering_can,a container with a handle and a spout with a perforated nozzle; used to sprinkle water over plants',1,,0,0,
watermelon,watermelon,an African melon';;'large oblong or roundish melon with a hard green rind and sweet watery red or occasionally yellowish pulp',2,,[0 0],0,
waterwheel,waterwheel,a wheel with buckets attached to its rim; raises water from a stream or pond';; 'a wheel that rotates by direct action of water; a simple turbine',2,,0,0,
wax,wax,any of various substances of either mineral origin or plant or animal origin; they are solid at normal temperatures and insoluble in water',1,,0,0,
wax paper,wax_paper,paper that has been waterproofed by treatment with wax or paraffin',1,,0,0,
weasel,weasel,a person who is regarded as treacherous or sneaky';;'small carnivorous mammal with short legs and elongated body and neck',2,,[0 0],0,
weather vane,weather_vane,mechanical device attached to an elevated structure; rotates freely to show the direction of the wind',1,,0,0,
webcam,webcam,a digital camera designed to take digital photographs and transmit them over the internet',1,,0,0,
wedding cake,wedding_cake,a rich cake with two or more tiers and covered with frosting and decorations; served at a wedding reception',1,,0,0,
weed,weed,any plant that crowds out cultivated plants';;'a black band worn by a man (on the arm or hat) as a sign of mourning';;'street names for marijuana',3,1,[0 0],1,
wetsuit,wetsuit,,,,0,0,
whale,whale,a very large person; impressive in size or qualities';;'any of the larger cetacean mammals having a streamlined body and breathing through a blowhole on the head',2,,[0 0],0,
wheat,wheat,"annual or biennial grass having erect flower spikes and light brown grains';;'grains of common wheat; sometimes cooked whole or cracked as cereal; usually ground into flour';;'a variable yellow tint; dull yellow, often diluted with white'",3,,[0 0],0,
wheel,wheel,a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines)';;'a handwheel that is used for steering';;'forces that provide energy and direction';;'a circular helm to control the rudder of a vessel';;'game equipment consisting of a wheel with slots that is used for gambling; the wheel rotates horizontally and players bet on which slot the roulette ball will stop in';;'an instrument of torture that stretches or disjoints or mutilates victims';;'a wheeled vehicle that has two wheels and is moved by foot pedals',7,,[0 0],0,
wheelbarrow,wheelbarrow,a cart for carrying small loads; has handles and one or more wheels',1,,0,0,
wheelchair,wheelchair,a movable chair mounted on large wheels; for invalids or those who cannot walk; frequently propelled by the occupant',1,,0,0,
whip,whip,an instrument with a handle and a flexible lash that is used for whipping';;'a legislator appointed by the party to enforce discipline';;'a dessert made of sugar and stiffly beaten egg whites or cream and usually flavored with fruit';;'(golf) the flexibility of the shaft of a golf club';;'a quick blow delivered with a whip or whiplike object',5,,[0 1],0,
whipped cream,whipped_cream,cream that has been beaten until light and fluffy',1,,0,0,
whisk,whisk,a mixer incorporating a coil of wires; used for whipping eggs or cream';;'a small short-handled broom used to brush clothes',2,,[0],0,
whiteboard,whiteboard,,,,0,0,
whoopee cushion,whoopee_cushion,,,,0,0,
wick,wick,any piece of cord that conveys liquid by capillary action';;'a loosely woven cord (in a candle or oil lamp) that draws fuel by capillary action up into the flame',2,,[0],0,
wig,wig,hairpiece covering the head and made of real or synthetic hair';;'British slang for a scolding',2,,[0],0,
wind chimes,wind_chimes,a decorative arrangement of pieces of metal or glass or pottery that hang together loosely so the wind can cause them to tinkle',1,,0,0,
window,window,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air';; 'a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened';; 'a transparent panel (as of an envelope) inserted in an otherwise opaque material';; 'an opening that resembles a window in appearance or function';; 'the time period that is considered best for starting or finishing something';; 'a pane of glass in a window';; 'an opening in a wall or screen that admits light and air and through which customers can be served';; '(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen',8,,0,0,typical
windowsill,windowsill,the sill of a window; the horizontal member at the bottom of the window frame',1,,0,0,
windshield,windshield,transparent screen (as of glass) to protect occupants of a vehicle',1,,0,0,
windshield wiper,windshield_wiper,a mechanical device that cleans the windshield',1,,0,0,
windsock,windsock,"a truncated cloth cone mounted on a mast; used (e.g., at airports) to show the direction of the wind'",1,,0,0,
wine,wine,fermented juice (of grapes especially)';;'a red as dark as red wine',2,,[0 0],0,
wine bottle,wine_bottle,a bottle for holding wine',1,,0,0,
wine cooler,wine_cooler,a bucket of ice used to chill a bottle of wine',1,,0,0,
wineglass,wineglass,a glass that has a stem and in which wine is served',1,,0,0,
wing,wing,a movable organ for flying (one of a pair)';; 'one of the horizontal airfoils on either side of the fuselage of an airplane';; 'a stage area out of sight of the audience';; 'a unit of military aircraft';; 'the side of military or naval formation';; 'a hockey player stationed in a forward position on either side';; '(in flight formation) a position to the side and just to the rear of another aircraft';; 'a group within a political party or legislature or other organization that holds distinct views or has a particular function';; 'the wing of a fowl';; 'a barrier that surrounds the wheels of a vehicle to block splashing water or mud';; 'an addition that extends a main building',11,,0,0,typical
wire cutters,wire_cutters,an edge tool used in cutting wire',1,,0,0,
wok,wok,pan with a convex bottom; used for frying in Chinese cooking',1,,0,0,
wolf,wolf,any of various predatory carnivorous canine mammals of North America and Eurasia that usually hunt in packs';;'Austrian composer (1860-1903)';;'German classical scholar who claimed that the Iliad and Odyssey were composed by several authors (1759-1824)';;'a man who is aggressive in making amorous advances to women';;'a cruelly rapacious person',5,,[0 0],0,
woman,woman,an adult female person (as opposed to a man)';;'a female person who plays a significant role (wife or mistress or girlfriend) in the life of a particular man';;'a human female employed to do housework';;'women as a class',4,,[0 0],0,
wood,wood,the hard fibrous lignified substance under the bark of trees';; 'the trees and other plants in a large densely wooded area';; 'United States film actress (1938-1981)';; 'English conductor (1869-1944)';; 'English writer of novels about murders and thefts and forgeries (1814-1887)';; 'United States painter noted for works based on life in the Midwest (1892-1942)';; 'any wind instrument other than the brass instruments';; 'a golf club with a long shaft used to hit long shots; originally made with a wooden head',8,,0,0,typical
wooden leg,wooden_leg,a prosthesis that replaces a missing leg',1,,0,0,
workbench,workbench,a strong worktable for a carpenter or mechanic',1,,0,0,
worm,worm,any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae';;'a person who has a nasty or unethical character undeserving of respect';;'a software program capable of reproducing itself that can spread from one computer to the next over a network';;'screw thread on a gear with the teeth of a worm wheel or rack',4,,[0],0,
wrapping paper,wrapping_paper,a tough paper used for wrapping',1,,0,0,
wreath,wreath,flower arrangement consisting of a circular band of foliage or flowers for ornamental purposes',1,,0,0,
wreck,wreck,something or someone that has suffered ruin or dilapidation';;'an accident that destroys a ship at sea';;'a serious accident (usually involving one or more vehicles)';;'a ship that has been destroyed at sea',4,,[0],0,
wrench,wrench,a sharp strain on muscles or ligaments';;'a jerky pulling movement';;'a hand tool that is used to hold or twist a nut or bolt',3,,[0 0],0,
wrist,wrist,a joint between the distal end of the radius and the proximal row of carpal bones',1,,0,0,
xylophone,xylophone,a percussion instrument with wooden bars tuned to produce a chromatic scale and with resonators; played with small mallets',1,,0,0,
yacht,yacht,an expensive vessel propelled by sail or power and used for cruising or racing',1,,0,0,
yak,yak,noisy talk';;'large long-haired wild ox of Tibet often domesticated',2,,[0],0,
yarn,yarn,the act of giving an account describing incidents or a course of events';;'a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving',2,,[0],0,
yo-yo,yo-yo,a toy consisting of a spool that is reeled up and down on a string by motions of the hand',1,,0,0,
yogurt,yogurt,a custard-like food made from curdled milk',1,,0,0,
yoke,yoke,fabric comprising a fitted part at the top of a garment';;'an oppressive power';;'two items of the same kind';;'a pair of draft animals joined by a yoke';;'support consisting of a wooden frame across the shoulders that enables a person to carry buckets hanging from each end';;'a connection (like a clamp or vise) between two things so they move together';;'stable gear that joins two draft animals at the neck so they can work together as a team',7,,[0 0],0,
yolk,yolk,the yellow spherical part of an egg that is surrounded by the albumen';;'nutritive material of an ovum stored for the nutrition of an embryo (especially the yellow mass of a bird or reptile egg)',2,,[0 0],0,
zebra,zebra,any of several fleet black-and-white striped African equines',1,,0,0,
zipper,zipper,a fastener for locking together two toothed edges by means of a sliding tab',1,,0,0,
zucchini,zucchini,marrow squash plant whose fruit are eaten when small';;'small cucumber-shaped vegetable marrow; typically dark green',2,,[0 0],0,
album,album,one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc';;'a book of blank pages with pockets or envelopes; for organizing photographs or stamp collections etc',2,1,[1],1,
ball,ball,round object that is hit or thrown or kicked in games';; 'a solid projectile that is shot by a musket';; 'an object with a spherical shape';; 'the people assembled at a lavish formal dance';; 'one of the two male reproductive glands that produce spermatozoa and secrete androgens';; 'a spherical object used as a plaything';; 'United States comedienne best known as the star of a popular television program (1911-1989)';; 'a compact mass';; 'a lavish dance requiring formal attire';; 'a more or less rounded anatomical body or mass';; 'the game of baseball';; 'a pitch that is not in the strike zone',12,,0,1,sport ball vs. event
block,block,"a solid piece of something (usually having flat rectangular sides)';; 'a rectangular area in a city surrounded by streets and usually containing several buildings';; 'a three-dimensional shape with six square or rectangular sides';; 'a number or quantity of related things dealt with as a unit';; 'housing in a large building that is divided into separate units';; '(computer science) a sector or group of sectors that function as the smallest data unit permitted';; 'an inability to remember or think of something you normally can do; often caused by emotional tension';; 'a simple machine consisting of a wheel with a groove in which a rope can run to change the direction or point of application of a force applied to the rope';; 'a metal casting containing the cylinders and cooling ducts of an engine';; 'an obstruction in a pipe or tube';; 'a platform from which an auctioneer sells';; 'the act of obstructing or deflecting someone's movements""",12,,0,1,wooden block vs. hinderniss vs. house block
board,board,a committee having supervisory powers';; 'a stout length of sawn timber; made in a wide variety of sizes and used for many purposes';; 'a flat piece of material designed for a special purpose';; 'food or meals in general';; 'a vertical surface on which information can be displayed to public view';; 'a table at which meals are served';; 'electrical device consisting of a flat insulated surface that contains switches and dials and meters for controlling other electrical devices';; 'a printed circuit that can be inserted into expansion slots in a computer to increase the computer's capabilities';; 'a flat portable surface (usually rectangular) designed for board games',9,,0,1,wood board vs. jury board
bracket,bracket,a category falling within certain defined limits';;'either of two punctuation marks (`<' or `>') used in computer programming and sometimes used to enclose textual material';;'either of two punctuation marks ( or ) used to enclose textual material';;'a support projecting from a wall (as to hold a shelf)',4,,[1 1],1,
cardinal,cardinal,(Roman Catholic Church) one of a group of more than 100 prominent bishops in the Sacred College who advise the Pope and elect new Popes';;'the number of elements in a mathematical set; denotes a quantity but not the order';;'a variable color averaging a vivid red';;'crested thick-billed North American finch having bright red plumage in the male',4,,[1],1,
chili,chili,ground beef and chili peppers or chili powder often with tomatoes and kidney beans';;'very hot and finely tapering pepper of special pungency',2,,[1 1],1,
chips,chips,strips of potato fried in deep fat';; 'a small fragment of something broken off from the whole';; 'a triangular wooden float attached to the end of a log line';; 'a piece of dried bovine dung';; 'a thin crisp slice of potato fried in deep fat';; 'a mark left after a small piece has been chopped or broken off of something';; 'a small disk-shaped counter used to represent money when gambling';; 'electronic equipment consisting of a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit';; '(golf) a low running approach shot';; 'the act of chipping something',1,,0,1,computer chip vs. potato chip
dip,dip,a depression in an otherwise level surface';; '(physics) the angle that a magnetic needle makes with the plane of the horizon';; 'a thief who steals from the pockets or purses of others in public places';; 'tasty mixture or liquid into which bite-sized foods are dipped';; 'a brief immersion';; 'a sudden sharp decrease in some quantity';; 'a candle that is made by repeated dipping in a pool of wax or tallow';; 'a brief swim in water';; 'a gymnastic exercise on the parallel bars in which the body is lowered and raised by bending and straightening the arms',9,,0,1,food vs. small valley
ginger,ginger,perennial plants having thick branching aromatic rhizomes and leafy reedlike stems';;'dried ground gingerroot';;'pungent rhizome of the common ginger plant; used fresh as a seasoning especially in Asian cookery';;'liveliness and energy',4,,[1 0],1,
golf club,golf_club,a club of people to play golf';;'golf equipment used by a golfer to hit a golf ball',2,1,[1],1,person
highlighter,highlighter,a cosmetic used to highlight the eyes or cheekbones';;'a fluorescent marker used to mark important passages in a text',2,1,[1 1 0],1,makeup
hood,hood,an aggressive and violent young criminal';; 'a protective covering that is part of a plant';; '(slang) a neighborhood';; 'a tubular attachment used to keep stray light out of the lens of a camera';; '(falconry) a leather covering for a hawk's head';; 'metal covering leading to a vent that exhausts smoke or fumes';; 'the folding roof of a carriage';; 'a headdress that protects the head and face';; 'protective covering consisting of a metal part that covers the engine';; '(zoology) an expandable part or marking that resembles a hood on the head or neck of an animal',1,,0,1,"neigbor hood, sweater hood, car hood "
iron,iron,a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood';;'a golf club that has a relatively narrow metal head';;'implement used to brand live stock';;'home appliance consisting of a flat metal base that is heated and used to smooth cloth',4,1,[1],1,
keyboard,keyboard,device consisting of a set of keys on a piano or organ or typewriter or typesetting machine or computer or the like';;'holder consisting of an arrangement of hooks on which keys or locks can be hung',2,1,[0 0],1,
lime,lime,a caustic substance produced by heating limestone';;'a white crystalline oxide used in the production of calcium hydroxide';;'a sticky adhesive that is smeared on small branches to capture small birds';;'any of various related trees bearing limes';;'any of various deciduous trees of the genus Tilia with heart-shaped leaves and drooping cymose clusters of yellowish often fragrant flowers; several yield valuable timber';;'the green acidic fruit of any of various lime trees',6,,[1 1 1],2,
marble,marble,a hard crystalline metamorphic rock that takes a high polish; used for sculpture and as building material';;'a small ball of glass that is used in various games';;'a sculpture carved from marble',3,,[1 0],1,
match,match,lighter consisting of a thin piece of wood or cardboard tipped with combustible chemical; ignites with friction';; 'a formal contest in which two or more persons or teams compete';; 'a burning piece of wood or cardboard';; 'an exact duplicate';; 'the score needed to win a match';; 'a person regarded as a good matrimonial prospect';; 'a person who is of equal standing with another in a group';; 'a pair of people who live together';; 'something that resembles or harmonizes with',9,,0,1,fire match vs. game
nut,nut,usually large hard-shelled seed';;'Egyptian goddess of the sky';;'a small (usually square or hexagonal) metal block with internal screw thread to be fitted onto a bolt';;'half the width of an em';;'a whimsically eccentric person';;'someone who is so ardently devoted to something that it resembles an addiction';;'one of the two male reproductive glands that produce spermatozoa and secrete androgens',7,1,[0 1 1],2,
organ,organ,a fully differentiated structural and functional unit in an animal that is specialized for some particular function';;'a government agency or instrument devoted to the performance of some specific function';;'(music) an electronic simulation of a pipe organ';;'a periodical that is published by a special interest group';;'wind instrument whose sound is produced by means of pipes arranged in sets supplied with air from a bellows and controlled from a large complex musical keyboard';;'a free-reed instrument in which air is forced through the reeds by bellows',6,1,[0 1],1,
outlet,outlet,a place of business for retailing goods';;'receptacle providing a place in a wiring system where current can be taken to run electrical devices';;'an opening that permits escape or release';;'activity that frees or expresses creative energy or emotion',4,,[1 1],1,
plate,plate,(baseball) base consisting of a rubber slab where the batter stands; it must be touched by a base runner in order to score';; 'a sheet of metal or wood or glass or plastic';; 'a full-page illustration (usually on slick paper)';; 'dish on which food is served or from which food is eaten';; 'the quantity contained in a plate';; 'a rigid layer of the Earth's crust that is believed to drift slowly';; 'the thin under portion of the forequarter';; 'a main course served on a plate';; 'any flat platelike body structure or part';; 'the positively charged electrode in a vacuum tube';; 'a flat sheet of metal or glass on which a photographic image can be recorded';; 'structural member consisting of a horizontal beam that provides bearing and anchorage';; 'a shallow receptacle for collection in church';; 'a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners)';; 'a dental appliance that artificially replaces missing teeth',15,,0,1,ball vs. abstract sports
plug,plug,blockage consisting of an object designed to fill a hole tightly';;'a wad of something chewable as tobacco';;'blatant or sensational promotion';;'electrical device that fits into the cylinder head of an internal-combustion engine and ignites the gas by means of an electric spark';;'an electrical device with two or three pins that is inserted in a socket to make an electrical connection';;'an upright hydrant for drawing water to use in fighting a fire';;'an old or over-worked horse',7,1,[1 1],1,
poker,poker,fire iron consisting of a metal rod with a handle; used to stir a fire';;'any of various card games in which players bet that they hold the highest-ranking hand',2,1,[1 0],1,
pole,pole,a long (usually round) rod of wood or metal or plastic';; 'a native or inhabitant of Poland';; 'one of two divergent or mutually exclusive opinions';; 'a linear measure of 16.5 feet';; 'a square rod of land';; 'one of two points of intersection of the Earth's axis and the celestial sphere';; 'one of two antipodal points where the Earth's axis of rotation intersects the Earth's surface';; 'a contact on an electrical device (such as a battery) at which electric current enters or leaves';; 'a long fiberglass sports implement used for pole vaulting';; 'one of the two ends of a magnet where the magnetism seems to be concentrated',1,,0,1,metal pole vs. magnet pole
ring,ring,a characteristic sound';; 'a toroidal shape';; 'a rigid circular band of metal or wood or other material used for holding or fastening or hanging or pulling';; '(chemistry) a chain of atoms in a molecule that forms a closed loop';; 'an association of criminals';; 'the sound of a bell ringing; ; ; --E. A. Poe';; 'a platform usually marked off by ropes in which contestants box or wrestle';; 'jewelry consisting of a circlet of precious metal (often set with jewels) worn on the finger';; 'a strip of material attached to the leg of a bird to identify it (as in studies of bird migration)',9,,2,2,finger ring vs. the sound vs. the shape
scooter,scooter,a motorboat resembling a motor scooter';;'child's two-wheeled vehicle operated by foot';;'a wheeled vehicle with small wheels and a low-powered gasoline engine geared to the rear wheel';;'a sailing vessel with runners and a cross-shaped frame; suitable for traveling over ice';;'large black diving duck of northern parts of the northern hemisphere',5,,[0 1 0],1,with vs. without motor
tab,tab,the bill in a restaurant';;'sensationalist journalism';;'the key on a typewriter or a word processor that causes a tabulation';;'a short strip of material attached to or projecting from something in order to facilitate opening or identifying or handling it';;'a dose of medicine in the form of a small pellet',5,,[1 1],1,
tablet,tablet,a slab of stone or wood suitable for bearing an inscription';;'a number of sheets of paper fastened together along one edge';;'a small flat compressed cake of some substance';;'a dose of medicine in the form of a small pellet',4,,[1 1],1,
tape,tape,a long thin piece of cloth or paper as used for binding or fastening';;'a recording made on magnetic tape';;'the finishing line for a foot race';;'measuring instrument consisting of a narrow strip (cloth or metal) marked in inches or centimeters and used for measuring lengths';;'memory device consisting of a long thin plastic strip coated with iron oxide; used to record audio or video signals or to store computer information',5,1,[1 0],1,
trunk,trunk,the main stem of a tree; usually covered with bark; the bole is usually the part that is commercially useful for lumber';;'luggage consisting of a large strong case used when traveling or for storage';;'the body excluding the head and neck and limbs';;'compartment in an automobile that carries luggage or shopping or tools';;'a long flexible snout as of an elephant',5, ,[0 1],1,
turkey,turkey,"large gallinaceous bird with fan-shaped tail; widely domesticated for food';;'a Eurasian republic in Asia Minor and the Balkans; on the collapse of the Ottoman Empire in 1918, the Young Turks, led by Kemal Ataturk, established a republic in 1923';;'a person who does something thoughtless or annoying';;'flesh of large domesticated fowl usually roasted';;'an event that fails badly or is totally ineffectual'",5,,[1 0],1,meat vs. animal vs. country
bark,bark,tough protective covering of the woody stems and roots of trees and other woody plants';;'a noise resembling the bark of a dog';;'a sailing ship with 3 (or more) masts';;'the sound made by a dog',4,1,[1 0],2, dog bark
baseball,baseball,a ball game played with a bat and ball between two teams of nine players; teams take turns at bat trying to score runs';;'a ball used in playing baseball',2,,[0 0],2,sports
basketball,basketball,a game played on a court by two opposing teams of 5 players; points are scored by throwing the ball through an elevated horizontal hoop';;'an inflated ball used in playing basketball',2,,[1 0],2,sports
batter,batter,"(baseball) a ballplayer who is batting';;'a liquid or semiliquid mixture, as of flour, eggs, and milk, used in cooking'",2,,[1 0],2,
battery,battery,group of guns or missile launchers operated together at one place';;'a device that produces electricity; may have several primary or secondary cells arranged in parallel or series';;'a collection of related things intended for use together';;'a unit composed of the pitcher and catcher';;'a series of stamps operated in one mortar for crushing ores';;'the heavy fire of artillery to saturate an area rather than hit a specific target';;'an assault in which the assailant makes physical contact',7,,[1],2,
berry,berry,"any of numerous small and pulpy edible fruits; used as desserts or in making jams and jellies and preserves';;'a small fruit having any of various structures, e.g., simple (grape or blueberry) or aggregate (blackberry or raspberry)';;'United States rock singer (born in 1931)'",3,1,[0 0],0,higher cat
bike,bike,a motor vehicle with two wheels and a strong frame';;'a wheeled vehicle that has two wheels and is moved by foot pedals',2,,[1 0],0,motor bike
boa,boa,a long thin fluffy scarf of feathers or fur';;'any of several chiefly tropical constrictors with vestigial hind limbs',2,,[1 0 0],2,
bologna,bologna,the capital of Emilia-Romagna; located in northern Italy to the east of the Apennines';;'large smooth-textured smoked sausage of beef and veal and pork',2,,[2 1],2,city
box,box,a (usually rectangular) container; may have a lid';; 'private area in a theater or grandstand where a small group can watch the performance';; 'the quantity contained in a box';; 'a predicament from which a skillful or graceful escape is impossible';; 'a rectangular drawing';; 'evergreen shrubs or small trees';; 'any one of several designated areas on a ball field where the batter or catcher or coaches are positioned';; 'the driver's seat on a coach';; 'separate partitioned area in a public place for a few people';; 'a blow with the hand (usually on the ear)',1,,0,0,physical box vs. the action of boxing
brace,brace,a support that steadies or strengthens something else';; 'two items of the same kind';; 'a set of two similar things considered as a unit';; 'either of two punctuation marks ({ or }) used to enclose textual material';; 'a rope on a square-rigged ship that is used to swing a yard about and secure it';; 'elastic straps that hold trousers up (usually used in the plural)';; 'an appliance that corrects dental irregularities';; 'a carpenter's tool having a crank handle for turning and a socket to hold a bit for boring';; 'a structural member used to stiffen a framework',9,,0,2,teeth vs. body part braces
bull,bull,"uncastrated adult male of domestic cattle';; 'a large and strong and heavyset man';; 'obscene words for unacceptable behavior';; 'a serious and ludicrous blunder';; 'uncomplimentary terms for a policeman';; 'an investor with an optimistic market outlook; an investor who expects prices to rise and so buys now for resale later';; '(astrology) a person who is born while the sun is in Taurus';; 'the second sign of the zodiac; the sun is in this sign from about April 20 to May 20';; 'the center of a target';; 'a formal proclamation issued by the pope (usually written in antiquated characters and sealed with a leaden bulla)';; 'mature male of various mammals of which the female is called `cow'; e.g. whales or elephants or especially cattle""",11,,0,0,police officer?
camper,camper,someone living temporarily in a tent or lodge for recreation';;'a recreational vehicle equipped for camping out while traveling',2,1,[1 1],2,person
card,card,"one of a set of small pieces of stiff paper marked in various ways and used for playing games or for telling fortunes';; 'a card certifying the identity of the bearer';; 'a rectangular piece of stiff paper used to send messages (may have printed greetings or pictures)';; 'thin cardboard, usually rectangular';; 'a witty amusing person who makes jokes';; 'a sign posted in a public place as an advertisement';; 'a printed or written greeting that is left to indicate that you have visited';; '(golf) a record of scores (as in golf)';; 'a list of dishes available at a restaurant';; '(baseball) a list of batters in the order in which they will bat';; 'a printed circuit that can be inserted into expansion slots in a computer to increase the computer's capabilities""",11,,0,2,birthday card vs. playing card?
